"filename", "language", "Dart", "Groovy", "Properties", "XML", "YAML", "JSON", "Markdown", "Swift", "HTML", "C++", "Python", "comment", "blank", "total"
"/Users/chris/Desktop/SuperWrite/fontend/fltwrite/lib/main.dart", "Dart", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 37
"/Users/chris/Desktop/SuperWrite/fontend/fltwrite/lib/main.reflectable.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
"/Users/chris/Desktop/SuperWrite/fontend/fltwrite/lib/pages/edit/index.dart", "Dart", 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 13, 214
"/Users/chris/Desktop/SuperWrite/fontend/fltwrite/lib/pages/intro/index.dart", "Dart", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28
"/Users/chris/Desktop/SuperWrite/fontend/fltwrite/lib/pages/personal/components/profile_card.dart", "Dart", 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 82
"/Users/chris/Desktop/SuperWrite/fontend/fltwrite/lib/pages/personal/components/profile_item.dart", "Dart", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 39
"/Users/chris/Desktop/SuperWrite/fontend/fltwrite/lib/pages/personal/components/textfield_change.dart", "Dart", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 62
"/Users/chris/Desktop/SuperWrite/fontend/fltwrite/lib/pages/personal/index.dart", "Dart", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 62
"/Users/chris/Desktop/SuperWrite/fontend/fltwrite/lib/pages/personal/subpages/base_item_change.dart", "Dart", 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 123
"/Users/chris/Desktop/SuperWrite/fontend/fltwrite/lib/pages/personal/subpages/change_profile.dart", "Dart", 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 110
"/Users/chris/Desktop/SuperWrite/fontend/fltwrite/lib/pages/personal/subpages/identify_change.dart", "Dart", 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 119
"/Users/chris/Desktop/SuperWrite/fontend/fltwrite/lib/pages/render/index.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/chris/Desktop/SuperWrite/fontend/fltwrite/lib/pages/take_photo/index.dart", "Dart", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 67
"/Users/chris/Desktop/SuperWrite/fontend/fltwrite/lib/route/index.dart", "Dart", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"/Users/chris/Desktop/SuperWrite/fontend/fltwrite/lib/store/file.dart", "Dart", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 47
"/Users/chris/Desktop/SuperWrite/fontend/fltwrite/lib/store/file.g.dart", "Dart", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22, 128
"/Users/chris/Desktop/SuperWrite/fontend/fltwrite/lib/store/index.dart", "Dart", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/Users/chris/Desktop/SuperWrite/fontend/fltwrite/lib/store/profile.dart", "Dart", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 38
"/Users/chris/Desktop/SuperWrite/fontend/fltwrite/lib/store/profile.g.dart", "Dart", 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22, 112
"/Users/chris/Desktop/SuperWrite/fontend/fltwrite/pubspec.yaml", "YAML", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 12, 8, 47
"/Users/chris/Desktop/SuperWrite/fontend/fltwrite/test/widget_test.dart", "Dart", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 6, 29
"/Users/chris/Desktop/SuperWrite/fontend/fltwrite/web/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 15, 5, 46
"/Users/chris/Desktop/SuperWrite/fontend/fltwrite/web/manifest.json", "JSON", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 1, 24
"Total", "-", 1196, 81, 8, 125, 27, 168, 15, 12, 26, 1, 59, 230, 233, 2181
